seed:  (2161552913177333647, (7077490219583081891, 29787069320720222, 14302844492800922613, 8421939960616645018), 4108612478210892133, 3565366130015761065)
seed:  (12115007680746349856, (9916831573235687028, 6188642157332127856, 6958587346524117442, 12931138812880172572), 13288242131618722517, 10053155310486894423)
seed:  (13882236726346555716, (16133118306349263711, 1978656639270673927, 12725218750834126414, 14145963590104676432), 1659249232208455302, 2388932822625773632)
seed:  (9055894352664708796, (2123595156158475673, 17418962491770929964, 17861176137552591705, 13988182811025457739), 16653755070080555962, 10260047256506337752)
seed:  (16347910626455764921, (15669940215223758440, 12273020468054555488, 6471469557870645355, 9345719970357323326), 11155667907383432243, 16725310148601336568)
seed:  (12962279752903968833, (3309377644716587295, 15012508676150127276, 9737395156051404720, 4280295825524075668), 1503038380544897795, 4345275908429620951)
seed:  (15729883523721317893, (4617659629357089057, 7048531506256893060, 17786796192903013002, 14237646006058133090), 18093061069368414166, 18392847186193489871)
seed:  (8223422928205858267, (16830615544544974307, 7573453993376805304, 9128410778010265862, 4460254207728751736), 14901409557035404151, 18165808286173023385)
seed:  (3544476658280668038, (16014245611422146624, 11573270074306732669, 16228418908270569977, 8147475462220006842), 8223584264124088277, 3819571494057594350)
seed:  (9206759931700732768, (2588084209875574817, 13955281971401097928, 8116384218246085557, 15067530469790963944), 4001661328051223760, 6932013022135406386)
seed:  (2118271473246940206, (111849584197979750, 7809989172363794058, 7973803440256758601, 16881139038064337065), 170634778722316694, 16640262655668157981)
seed:  (10795488800456446923, (7093329417970766372, 18212593560011539434, 12379606403805017518, 5368861346006911463), 5608361129931695310, 6079998759713193530)
seed:  (17087866801163695595, (9885182965090945532, 12329158187219673245, 13202622087837084820, 1320781417541344066), 2635019982241019319, 16416111245542566745)
seed:  (8470235661205578311, (14130210281324153014, 9103013315299864724, 11183992689010201694, 5022161763385711789), 5995399045832283668, 11868570624085383255)
seed:  (2594038004827564991, (4656409855621798031, 7076177213156772445, 16706515057313516564, 1422979992555412592), 12691883758924918349, 11875910239869420665)
seed:  (13433741142532533195, (13586958112069641708, 13169677961640431797, 16183794252815575257, 18083551615172484908), 627780737789311608, 9057017318831093297)
seed:  (15956136832164369012, (14512722735095463066, 2481181522244057896, 5423716608412187469, 12815100909153089459), 17093800278551357432, 10832385475666548611)
seed:  (2650742076259320992, (8970076642514148323, 15633406938908765623, 16880927886928215750, 912462910746073299), 8281188102111132995, 7669000261822930524)
seed:  (2043649406568577375, (4911808221897645873, 10715326724807031266, 1668236562239761233, 12247627396195000927), 106066402645267006, 12919709675748924800)
seed:  (12386093961956319794, (10596128752197032301, 5783516510371590372, 8356300901703241933, 9721122827624336017), 11773530607602139451, 12072071832311866300)
seed:  (16641373984776762520, (5538605317362015572, 3064875661717217482, 15097810733879194308, 13109202153555722654), 10228531864432814458, 15274792104830788367)
seed:  (17427097077233405563, (7213176994595621823, 16374949498569531313, 11024017604328868973, 12999495092725806223), 16452327324226759084, 16013387218128610939)
seed:  (11119616235162552579, (11211468213017726668, 2941668468203379235, 4342525157510683314, 5726830780273355923), 16757234717935312864, 8645580070333496040)
seed:  (1417621023226599599, (7331423312162949249, 16884783929679445254, 15658561235180041701, 7420699332378809269), 6886776853691814537, 9579767318508214630)
seed:  (16619477072855192802, (18210570311060132222, 473065907455085231, 16832690766160536123, 16355544550728497823), 16408554710031547917, 12077640516320229766)
seed:  (16242937432977912334, (5013640255016636932, 2458638738171356789, 6437951967576317450, 16822703676668587954), 425995034610085801, 3245506273233736523)
seed:  (6452633693955154655, (4524227171860580257, 11329975183781924979, 14035222793005717106, 8760229614958066488), 9667167035224591551, 13835558115074394121)
seed:  (40917431482814875, (210347072168913531, 17431985093051328874, 9159167197464306263, 6329533421234957944), 2658842019888220030, 12456990906693919670)
seed:  (4233083363447395457, (17821918590407831954, 9121598109159242047, 829437867815338283, 34353748656467304), 8014566134276748285, 2464680853600746670)
seed:  (7776784724522736294, (1873005761245959092, 13208669800997857961, 17456358654650839348, 14736372899258531080), 11126463464811378655, 15209612059834560767)
seed:  (15292504393011285926, (12038549521453977249, 1728612666402175754, 8417801988264315355, 6892818450129699370), 8167948357027735757, 3388334480214804760)
seed:  (5512219262522150262, (13468579816763587461, 85956496665818686, 15771739945523941627, 8776025158236365318), 5544724928501869182, 12764916874116893521)
seed:  (2888561051758409647, (8553463460076342684, 17669812831241265201, 16630659224264454723, 7509146077964930928), 2832625987441640924, 13188076041194283324)
seed:  (14839384955146592093, (12239272700071224688, 4538631247739626541, 14408393706632757319, 14709980053750607069), 13041936275601999652, 10518788736871868685)
seed:  (5574379864389085497, (17028404063201528845, 13301924269367395306, 14958103615414435092, 8892161850081277671), 6390100690950427546, 16268717662791937853)
seed:  (9122117851394144913, (17433032824026032362, 9533717104510380496, 5117785829177126519, 14127285167973003585), 13496574214591738587, 3622434004906990737)
seed:  (9293676139813949396, (17569272416808695936, 10055172974700995924, 8836734465259353460, 7622448081517580904), 17875134299440611355, 12485555163451780184)
seed:  (5379322410946697257, (262271372188986632, 6183328345898603141, 9248120274636317757, 2659986757297961310), 6034474507291829171, 1485912175323649603)
seed:  (5861400026982305436, (9950307172992460599, 17138767098283427707, 12756723192881746863, 10052423659088557051), 3421598332046471328, 2122545987257832388)
seed:  (2155938794845764494, (2842189047968663310, 10582371999941816685, 4244554766845930483, 15178348459982924006), 7832535547244112961, 15248449107692449824)
seed:  (16987588122699794951, (7570267806035117447, 2561753833620826091, 9330932004681871210, 2215300896523349334), 4603123214536715653, 5815282821840109050)
seed:  (17605117469194120776, (4957338090592215263, 18390137283190083345, 14263198161044462937, 13998553723001985582), 5264705774319177426, 12873480056260298109)
seed:  (15735712839094177707, (9237002402017292716, 6610872295593714963, 7026473684861855229, 12398537216683741993), 16136054979840035324, 7802291884771268154)
seed:  (3584071257382714860, (11462923531166490755, 4508524416992828794, 16165152241251961526, 14358501356417185253), 5051305214119220952, 6758906100740918077)
seed:  (4456683626559511966, (13797369904649742385, 12129329038853547438, 11232824534464663925, 15097916729495324465), 14701985964663670964, 16716868641716215098)
seed:  (9993834562646162590, (5873094034435444198, 10279403152852926216, 9316771054150194991, 14286596086232366363), 6267906259779617746, 16862053670695637827)
seed:  (16616932530402899575, (5121266144323722221, 13323249613685759740, 13849789753200533948, 13981546720674508508), 18358321793780549680, 9033651122649222846)
seed:  (3519333371399947340, (14090052706732205118, 17497443423626087250, 8996736123467894559, 17737666105302226816), 8875081103030110527, 14632699840161485365)
seed:  (9511152473700897748, (5003532210297000767, 5649403393667288702, 2992414123704736365, 4830464707157244051), 2646133211738195789, 3006119952442631059)
seed:  (13318764853342333960, (18135775875151815686, 18161603256802243708, 469276164196168633, 10074982483772807389), 32214273723658208, 5838071186593610939)
seed:  (5222946043044632553, (17953083723330461606, 4717476462517080595, 12973662956073817176, 12859839870474658469), 37329398506950803, 4114504056819142024)
seed:  (686557905344168726, (4622399119229125713, 15689711446203023347, 1502892613291592996, 2374965911065946035), 5860681420980395607, 8203589219436899018)
seed:  (909239784566853773, (13644328762661022375, 10750767104637025303, 5022488659076619973, 97604177497964054), 3248273764341352780, 4423351983061282812)
seed:  (1006927010112424708, (17871155172643675499, 6188194810344229225, 6056181652263693260, 7377168337074593733), 10739503235405151437, 17537017274579321399)
seed:  (2211047078960476326, (11107776621332786269, 11616787952389657180, 13406799158711329650, 12902570390264117620), 6646836157916686907, 13152197066541628677)
seed:  (11306824000545281, (7602666404153474847, 2151243003671777719, 635186359316571686, 9052666373713370320), 2011435060707257527, 563991313563731390)
seed:  (9034259802937933251, (9646463293516640261, 11218065476031562984, 14446324432369324120, 10052984533322906536), 6074536455208785833, 14056741764528647212)
seed:  (7558112092824941147, (960124484848804701, 6324191909659405975, 2347092048539576128, 12709645814517677799), 1446157424312714544, 7667911992749053377)
seed:  (11184979691982676881, (7474456710587557309, 12630223419361076743, 12287892001634541828, 18081661744597722348), 7559497891107270062, 5218193519169950389)
seed:  (13187944254985680641, (17873714992487820572, 11410979927269841005, 18114183202609103689, 16286642002702129313), 17256671077303903445, 15686649083121241110)
seed:  (4915528611910107798, (7462673136248115666, 4056978246062553341, 7828227516264410928, 9807869500410962707), 16582983990728037188, 3330753803898570483)
seed:  (7185051995190523852, (7482821252717875688, 4637334722524656620, 12228594488492222854, 1217101045117964048), 5395977377259847183, 9007945430842491046)
seed:  (9304876733020746467, (3402037833783972434, 14205365448012974488, 15463710210360001569, 2719532047549352203), 14539256134649573571, 6653987668734762428)
seed:  (8861741050331478532, (13463091403813731896, 14434893930185164862, 1938316222551252587, 17695163545230995271), 15671378692024380046, 9145173943278898227)
seed:  (14246629258550536086, (5930289973455977802, 15909070931203844724, 15437528959298840912, 14052144821231242036), 16329850944022668837, 13728535046331964838)
seed:  (11752151200376716588, (362092774551966077, 15665616661548758407, 6236775246509271272, 8274948460685555485), 4077571951096294170, 1457843737798173404)
seed:  (14649593054329321975, (14362378066027073539, 6636637355853331277, 12084324727337443210, 11012892435203158620), 3898186258327518600, 14312811340736777928)
seed:  (912848630210845936, (6038629118862201738, 16309419892917885976, 9920207804113251418, 4030424210414047321), 8465961664849922233, 12210343334108820384)
seed:  (3747520546066146147, (4294113653573029117, 12716330884728903201, 7174078167774238784, 3948297113459805266), 7992302894919400794, 1503851890200110141)
seed:  (2025807008833498038, (8013211154566745717, 6055312175440298915, 143353670297845024, 1714807629276157306), 2345848705962501552, 14458462204028289523)
seed:  (10161433463923878565, (3425628917209145711, 7191198231020658998, 6799706576393700893, 6146712755322645491), 2053072353733459598, 13172020708320301168)
seed:  (13684759484176668368, (1272187714234732994, 56240102513464258, 4706232701069865914, 2949634025115620282), 2058204747456262731, 7227400162197100085)
seed:  (6012549042280582532, (8875609787319950909, 13690144493644432610, 6911298474548670509, 15668872661977933452), 10239651314524204531, 6040096855702101903)
seed:  (8959356771259799129, (6932541268809668459, 1235471084972868175, 781341854521577766, 10160037655395624171), 495927401617360197, 649043027931278104)
seed:  (16501670907806045621, (11787332588708165168, 4035587981393830313, 2099783309607400694, 1031973480255659478), 8748090649707803800, 10801763150628920219)
