seed:  (3645434835844150015, (2541164017189522670, 4064916125121588731, 11509916450295768479, 11079967296495576968), 4167103230969029700, 9158197811137218357)
seed:  (13438252867811346489, (11650657352889660151, 11021798100033448460, 7116900597777284936, 901161533524323719), 14780609548933446375, 14418400259391774315)
seed:  (16712450170385311802, (5180237234543103888, 5247982284539952629, 16346886961749984600, 3159730163619460647), 6939932138754212858, 6633317201462921434)
seed:  (12345889493694188418, (3842270683175693446, 7555234073577362607, 16985850414913932573, 4131700341234149742), 18244573306547208780, 18380481151563129466)
seed:  (5597940825245746498, (9213939767211047104, 7960664469549490450, 3790693430611467340, 325339662520689779), 12320126106989474991, 6498653069981473408)
seed:  (11842022937620386789, (17943904233674025242, 3453000502912571710, 1051193209069958936, 11370729043261467452), 13394008776572858989, 2065444653919264262)
seed:  (10701149177664422909, (12332563266593097299, 5562615344527352083, 9140618448535634672, 13044353633322242131), 3558765777075016947, 15199076851086447712)
seed:  (15845937516298433705, (12677034466633157334, 3235215490193702769, 18431376692067521433, 18338591733386763948), 6854765912203852906, 2347488138070032425)
seed:  (5739887619565385614, (7324344252380178646, 7994088356715957356, 2367708360754668848, 9256327974530496449), 11036476254408219879, 4569536567411775946)
seed:  (9055619201696580348, (9219002140731602308, 17922594871659178808, 15277617138834558677, 11689883443610292829), 11189948343382001661, 14056458318352399548)
seed:  (5194787240049874938, (13192824706446652693, 13700694099292238823, 6921005501580318449, 9024128858011634010), 15143722495038926813, 15664488628138036231)
seed:  (15113500827716779715, (6797593375192156434, 4087951787391019863, 6097907379853486018, 3845045462912305492), 4201287770239432842, 17222096724626059766)
seed:  (1146402184885419010, (7267247733493952620, 9253900419206612787, 17515559597606139311, 15570044331341378736), 16669048982418564994, 5114978990038551810)
seed:  (8513215306181440755, (17658401136753656000, 8926452733017853394, 3054704813055391737, 11604593210164239159), 16666591532322222461, 7256675377691742836)
seed:  (6048403412228062619, (13411174120731980297, 9464231834009898461, 16743243617544788713, 719325904470828378), 8097720780022569216, 12602563493424610781)
seed:  (14358532607615964384, (5830186352738319176, 14541071481548174482, 10826816764724711775, 5992523679046235385), 14615358370304705547, 6442355045748504361)
seed:  (11495661669323739743, (8727440413595357905, 1993434334739176673, 3141427723924770122, 1323043117496833221), 17128224306478030344, 3780558051433507911)
seed:  (5141147669125130709, (6152229580453137813, 9165493941558128346, 7228031687628075431, 14994012308661407137), 5207949122577100172, 16308100345438982080)
seed:  (9456181518382532333, (13855429832317275257, 18430859284960910217, 4244993734578033857, 6475320045572682977), 1545811710537948083, 5277981552001753644)
seed:  (3945080225198234814, (13589305559874376640, 5493002018066657267, 11503614904967146991, 14213112925591447318), 16385148428002122601, 17651736215973361529)
seed:  (7243619772630442537, (17936629605212235917, 278462123160968100, 4973747862834551752, 8754944929165047032), 411663290102497518, 10862564594078191855)
seed:  (5808984385001319790, (9624523793874930934, 16235640458215267795, 1493643384167449060, 17132169761787205816), 14608034170836566865, 11313674925818472208)
seed:  (2487337696878205172, (13239234751834951240, 4743134879483364551, 2972942518007929082, 15482188988342615967), 15216563534493027430, 8976604989913498623)
seed:  (14966880231370714614, (15023921007794592612, 2782670464445378307, 4038832944306707235, 14855275016488555767), 8247814404516340869, 11985024940708707006)
seed:  (9918127213255025343, (7347828879680226438, 12323809775373110486, 5023296720782528481, 2876827972896889760), 793420683543115262, 8102143154267099085)
seed:  (3137834924517454679, (14795961626833715774, 12121666394036881164, 16607702363241658049, 11147523904063279931), 16607774033778166774, 1728939999519644374)
seed:  (16630574360074201683, (18406549634748489108, 3286097759494859911, 5333496106959046727, 1445166213048114310), 13257347597814967088, 4268586072343762666)
